OBJECTID,DC_DIST,SECTOR,DISPATCH_DATE_TIME,LOCATION_BLOCK,UCR_GENERAL,TEXT_GENERAL_CODE,DIV_NAME,PSA_NUM,UCR_CATEGORY,UCR_Type,DISPATCH_DATE_TIME_MS,HH,MM,SS,SSS,x,y
134,24,1,9/23/2018 11:14:00 AM,800 BLOCK E MADISON ST,400,Aggravated Assault No Firearm,EPD,241,Violent Crime,Agg. Assault,9/23/2018 11:14:50 AM,7,14,50,616,-75.1148,39.9976
135,24,1,10/29/2018 5:24:00 PM,1800 BLOCK E ALLEGHENY AV,600,Thefts,EPD,241,Property Crime,Larceny,10/29/2018 5:24:50 PM,13,24,50,630,-75.1128,39.9959
136,24,1,10/16/2018 7:52:00 PM,3200 BLOCK KENSINGTON AVE,300,Robbery No Firearm,EPD,241,Violent Crime,Robbery,10/16/2018 7:52:50 PM,15,52,50,659,-75.1134,39.9966
137,24,1,11/25/2018 8:47:00 PM,800 BLOCK E WILLARD ST,400,Aggravated Assault Firearm,EPD,241,Violent Crime,Agg. Assault,11/25/2018 8:47:50 PM,15,47,50,672,-75.114,39.9978
138,24,1,10/9/2018 1:45:00 PM,1800 BLOCK E ALLEGHENY AV,600,Thefts,EPD,241,Property Crime,Larceny,10/9/2018 1:45:50 PM,9,45,50,805,-75.1133,39.9965
139,24,1,4/28/2018 5:01:00 AM,800 BLOCK E WILLARD ST,300,Robbery No Firearm,EPD,241,Violent Crime,Robbery,4/28/2018 5:01:50 AM,1,1,50,826,-75.1151,39.9979
140,24,1,1/7/2018 12:58:00 PM,1800 BLOCK E ALLEGHENY AVE,600,Thefts,EPD,241,Property Crime,Larceny,1/7/2018 12:58:50 PM,7,58,50,830,-75.1132,39.9964
141,24,1,5/24/2018 3:22:00 AM,1800 BLOCK E ALLEGHENY AVE,400,Aggravated Assault Firearm,EPD,241,Violent Crime,Agg. Assault,5/24/2018 3:22:50 AM,23,22,50,872,-75.113,39.9961
142,24,1,4/14/2018 5:51:00 AM,3200 BLOCK KENSINGTON AV,600,Thefts,EPD,241,Property Crime,Larceny,4/14/2018 5:51:50 AM,1,51,50,874,-75.1134,39.9966
143,24,1,2/7/2018 6:05:00 PM,800 BLOCK E WESTMORELAND ST,500,Burglary Residential,EPD,241,Property Crime,Burglary,2/7/2018 6:05:50 PM,13,5,50,906,-75.1144,39.9982
144,24,1,6/5/2018 6:29:00 AM,3200 BLOCK KENSINGTON AVE,600,Thefts,EPD,241,Property Crime,Larceny,6/5/2018 6:29:50 AM,2,29,50,915,-75.1134,39.9966
145,24,1,9/22/2018 1:34:00 PM,800 BLOCK HILTON ST,300,Robbery No Firearm,EPD,241,Violent Crime,Robbery,9/22/2018 1:34:50 PM,9,34,50,950,-75.1153,39.9972
146,24,1,7/8/2018 11:36:00 AM,800 BLOCK E WILLARD ST,500,Burglary Residential,EPD,241,Property Crime,Burglary,7/8/2018 11:36:50 AM,7,36,50,952,-75.115,39.998
147,24,1,7/21/2018 7:25:00 PM,3200 BLOCK KENSINGTON AV WESTMORELAND ST,300,Robbery No Firearm,EPD,241,Violent Crime,Robbery,7/21/2018 7:25:50 PM,15,25,50,986,-75.1134,39.9966
148,24,1,1/25/2018 2:18:00 AM,800 BLOCK E WILLARD ST,600,Thefts,EPD,241,Property Crime,Larceny,1/25/2018 2:18:51 AM,21,18,51,31,-75.1152,39.9979
149,24,1,3/28/2018 12:50:00 AM,1800 BLOCK E ALLEGHENY AVE,600,Thefts,EPD,241,Property Crime,Larceny,3/28/2018 12:50:51 AM,20,50,51,62,-75.1132,39.9964
150,24,1,9/2/2018 3:27:00 PM,3200 BLOCK KENSINGTON AV,600,Thefts,EPD,241,Property Crime,Larceny,9/2/2018 3:27:51 PM,11,27,51,175,-75.1127,39.9968
151,24,1,10/25/2018 12:30:00 AM,3200 BLOCK KENSINGTON AV,600,Theft from Vehicle,EPD,241,Property Crime,Larceny,10/25/2018 12:30:51 AM,20,30,51,177,-75.1134,39.9966
152,24,1,1/15/2018 12:32:00 PM,3200 BLOCK KENSINGTON AVE,600,Theft from Vehicle,EPD,241,Property Crime,Larceny,1/15/2018 12:32:51 PM,7,32,51,188,-75.1134,39.9966
153,25,1,9/25/2018 10:25:00 AM,800 BLOCK E ALLEGHENY AV,600,Thefts,EPD,241,Property Crime,Larceny,9/25/2018 10:25:51 AM,6,25,51,215,-75.1154,39.9968
154,24,1,8/5/2018 1:30:00 AM,3200 BLOCK POTTER ST,400,Aggravated Assault No Firearm,EPD,241,Violent Crime,Agg. Assault,8/5/2018 1:30:51 AM,21,30,51,223,-75.1127,39.9974
155,24,1,11/15/2018 2:21:00 AM,3200 BLOCK KENSINGTON AVE,400,Aggravated Assault No Firearm,EPD,241,Violent Crime,Agg. Assault,11/15/2018 2:21:51 AM,21,21,51,314,-75.1126,39.997
156,24,1,4/4/2018 12:16:00 PM,3200 BLOCK KENSINGTON AVE,700,Recovered Stolen Motor Vehicle,EPD,241,Property Crime,MV Theft,4/4/2018 12:16:51 PM,8,16,51,314,-75.1134,39.9966
157,24,1,8/28/2018 8:21:00 PM,800 BLOCK E WILLARD ST,500,Burglary Residential,EPD,241,Property Crime,Burglary,8/28/2018 8:21:51 PM,16,21,51,325,-75.115,39.998
158,24,1,4/14/2018 9:07:00 PM,800 BLOCK E WILLARD ST,600,Theft from Vehicle,EPD,241,Property Crime,Larceny,4/14/2018 9:07:51 PM,17,7,51,329,-75.1151,39.9979
159,24,1,4/24/2018 10:18:00 AM,3200 BLOCK G ST,700,Recovered Stolen Motor Vehicle,EPD,253,Property Crime,MV Theft,4/24/2018 10:18:51 AM,6,18,51,330,-75.1155,39.9968
160,24,1,7/4/2018 11:58:00 AM,3200 BLOCK POTTER ST,400,Aggravated Assault No Firearm,EPD,241,Violent Crime,Agg. Assault,7/4/2018 11:58:51 AM,7,58,51,368,-75.1126,39.9975
161,24,1,2/22/2018 8:17:00 PM,3200 BLOCK KENSINGTON AVE,300,Robbery No Firearm,EPD,241,Violent Crime,Robbery,2/22/2018 8:17:51 PM,15,17,51,380,-75.1134,39.9966
162,24,1,3/18/2018 8:08:00 PM,800 BLOCK E WILLARD ST,300,Robbery Firearm,EPD,241,Violent Crime,Robbery,3/18/2018 8:08:51 PM,16,8,51,385,-75.1152,39.9979
163,24,1,1/5/2018 11:02:00 AM,3300 BLOCK H ST,500,Burglary Residential,EPD,241,Property Crime,Burglary,1/5/2018 11:02:51 AM,6,2,51,436,-75.113,39.9981
164,24,1,9/9/2018 6:56:00 PM,800 BLOCK E WESTMORELAND ST,500,Burglary Residential,EPD,241,Property Crime,Burglary,9/9/2018 6:56:51 PM,14,56,51,446,-75.1145,39.9983
165,24,1,7/24/2018 5:49:00 PM,3200 BLOCK POTTER ST,400,Aggravated Assault Firearm,EPD,241,Violent Crime,Agg. Assault,7/24/2018 5:49:51 PM,13,49,51,457,-75.1129,39.9973
166,24,1,9/21/2018 1:55:00 AM,3200 BLOCK H ST,300,Robbery Firearm,EPD,241,Violent Crime,Robbery,9/21/2018 1:55:51 AM,21,55,51,462,-75.1134,39.9966
167,24,1,8/31/2018 2:48:00 AM,3200 BLOCK H ST,700,Recovered Stolen Motor Vehicle,EPD,241,Property Crime,MV Theft,8/31/2018 2:48:51 AM,22,48,51,466,-75.113,39.9979
168,24,1,7/24/2018 11:18:00 AM,800 BLOCK E ALLEGHENY AVE,400,Aggravated Assault No Firearm,EPD,241,Violent Crime,Agg. Assault,7/24/2018 11:18:51 AM,7,18,51,469,-75.1151,39.9968
169,24,1,2/12/2018 11:20:00 AM,1800 BLOCK E ALLEGHENY AVE,600,Thefts,EPD,241,Property Crime,Larceny,2/12/2018 11:20:51 AM,6,20,51,471,-75.1132,39.9964
170,24,1,11/7/2018 2:37:00 AM,800 BLOCK E ALLEGHENY AVE,600,Thefts,EPD,241,Property Crime,Larceny,11/7/2018 2:37:51 AM,21,37,51,527,-75.1145,39.9967
171,24,1,5/8/2018 8:56:00 AM,3200 BLOCK KENSINGTON AVE,300,Robbery No Firearm,EPD,241,Violent Crime,Robbery,5/8/2018 8:56:51 AM,4,56,51,529,-75.1134,39.9966
172,24,1,11/7/2018 2:01:00 PM,800 BLOCK E ALLEGHENY AVE,700,Recovered Stolen Motor Vehicle,EPD,241,Property Crime,MV Theft,11/7/2018 2:01:51 PM,9,1,51,538,-75.1143,39.9967
173,24,1,8/29/2018 8:29:00 PM,1800 BLOCK E ALLEGHENY AVE,300,Robbery No Firearm,EPD,241,Violent Crime,Robbery,8/29/2018 8:29:51 PM,16,29,51,539,-75.1128,39.9959
174,24,1,3/26/2018 9:27:00 AM,1800 BLOCK E ALLEGHENY AVE,300,Robbery Firearm,EPD,241,Violent Crime,Robbery,3/26/2018 9:27:51 AM,5,27,51,592,-75.1133,39.9965
175,24,1,2/7/2018 4:29:00 PM,3200 BLOCK KENSINGTON AVE,300,Robbery No Firearm,EPD,241,Violent Crime,Robbery,2/7/2018 4:29:51 PM,11,29,51,614,-75.1134,39.9966
176,24,1,8/6/2018 8:20:00 AM,800 BLOCK E HILTON ST,400,Aggravated Assault No Firearm,EPD,241,Violent Crime,Agg. Assault,8/6/2018 8:20:51 AM,4,20,51,629,-75.115,39.9972
177,24,1,1/9/2018 2:37:00 PM,1800 BLOCK E ALLEGHENY AVE,600,Thefts,EPD,241,Property Crime,Larceny,1/9/2018 2:37:51 PM,9,37,51,660,-75.1132,39.9964
178,24,1,7/9/2018 3:28:00 PM,3200 BLOCK POTTER ST,600,Theft from Vehicle,EPD,241,Property Crime,Larceny,7/9/2018 3:28:51 PM,11,28,51,663,-75.1128,39.9973
179,24,1,8/26/2018 1:35:00 PM,3200 BLOCK POTTER ST,500,Burglary Residential,EPD,241,Property Crime,Burglary,8/26/2018 1:35:51 PM,9,35,51,743,-75.1128,39.9974
180,24,1,9/13/2018 1:51:00 PM,800 BLOCK E WESTMORELAND ST,400,Aggravated Assault Firearm,EPD,241,Violent Crime,Agg. Assault,9/13/2018 1:51:51 PM,9,51,51,745,-75.1143,39.9982
181,24,1,9/3/2018 7:40:00 PM,1800 BLOCK E ALLEGHENY AVE,600,Thefts,EPD,241,Property Crime,Larceny,9/3/2018 7:40:51 PM,15,40,51,753,-75.1132,39.9964
182,24,1,12/31/2018 12:43:00 PM,E 800 WILLARD STR,600,Thefts,EPD,241,Property Crime,Larceny,12/31/2018 12:43:51 PM,7,43,51,823,-75.1135,39.9977
183,24,1,7/16/2018 11:11:00 PM,3200 BLOCK KENSINGTON AVE,300,Robbery No Firearm,EPD,241,Violent Crime,Robbery,7/16/2018 11:11:51 PM,19,11,51,837,-75.1126,39.997
184,24,1,8/29/2018 10:53:00 AM,3200 BLOCK H ST,600,Thefts,EPD,241,Property Crime,Larceny,8/29/2018 10:53:51 AM,6,53,51,846,-75.1129,39.998
185,24,1,11/26/2018 1:10:00 PM,3300 BLOCK H ST,700,Motor Vehicle Theft,EPD,241,Property Crime,MV Theft,11/26/2018 1:10:51 PM,8,10,51,856,-75.113,39.9981
186,24,1,3/4/2018 11:06:00 AM,800 BLOCK E ALLEGHENY AVE,300,Robbery No Firearm,EPD,241,Violent Crime,Robbery,3/4/2018 11:06:51 AM,6,6,51,868,-75.114,39.9966
187,24,1,9/13/2018 1:51:00 PM,800 BLOCK E WESTMORELAND ST,400,Aggravated Assault No Firearm,EPD,241,Violent Crime,Agg. Assault,9/13/2018 1:51:51 PM,9,51,51,871,-75.1143,39.9982
188,24,1,3/9/2018 1:39:00 AM,3200 BLOCK POTTER ST,400,Aggravated Assault No Firearm,EPD,241,Violent Crime,Agg. Assault,3/9/2018 1:39:51 AM,20,39,51,906,-75.1127,39.9975
189,24,1,6/8/2018 10:33:00 AM,1800 BLOCK E ALLEGHENY AVE,600,Thefts,EPD,241,Property Crime,Larceny,6/8/2018 10:33:51 AM,6,33,51,912,-75.1132,39.9964
190,24,1,1/25/2018 11:00:00 AM,3200 BLOCK KENSINGTON AV,600,Thefts,EPD,241,Property Crime,Larceny,1/25/2018 11:00:51 AM,6,0,51,914,-75.1125,39.997
191,24,1,4/4/2018 10:31:00 PM,3200 BLOCK KENSINGTON AVE,600,Thefts,EPD,241,Property Crime,Larceny,4/4/2018 10:31:52 PM,18,31,52,17,-75.1134,39.9966
192,24,1,1/12/2018 6:12:00 PM,1800 BLOCK E ALLEGHENY AVE,600,Thefts,EPD,241,Property Crime,Larceny,1/12/2018 6:12:52 PM,13,12,52,18,-75.1132,39.9964
193,24,1,11/29/2018 5:12:00 PM,1800 BLOCK E ALLEGHENY AVE,600,Thefts,EPD,241,Property Crime,Larceny,11/29/2018 5:12:52 PM,12,12,52,19,-75.1133,39.9965
194,24,1,8/11/2018 9:17:00 PM,800 BLOCK E ALLEGHENY AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,8/11/2018 9:17:52 PM,17,17,52,49,-75.1138,39.9965
195,24,1,4/24/2018 1:30:00 PM,1800 BLOCK E ALLEGHENY AV,600,Thefts,EPD,241,Property Crime,Larceny,4/24/2018 1:30:52 PM,9,30,52,99,-75.113,39.9961
196,24,1,4/2/2018 12:20:00 AM,800 BLOCK E WESTMORELAND ST,700,Recovered Stolen Motor Vehicle,EPD,241,Property Crime,MV Theft,4/2/2018 12:20:52 AM,20,20,52,136,-75.1146,39.9983
197,24,1,2/1/2018 5:14:00 PM,800 BLOCK E ALLEGHENY AVE,600,Thefts,EPD,241,Property Crime,Larceny,2/1/2018 5:14:52 PM,12,14,52,138,-75.115,39.9968
198,24,1,2/23/2018 11:02:00 AM,1800 BLOCK E ALLEGHENY AVE,600,Thefts,EPD,241,Property Crime,Larceny,2/23/2018 11:02:52 AM,6,2,52,145,-75.1132,39.9964
199,24,1,1/5/2018 10:40:00 AM,800 BLOCK E ALLEGHENY AVE,300,Robbery No Firearm,EPD,241,Violent Crime,Robbery,1/5/2018 10:40:52 AM,5,40,52,155,-75.1138,39.9966
200,24,1,2/28/2018 1:47:00 PM,3200 BLOCK KENSINGTON AVE,600,Thefts,EPD,241,Property Crime,Larceny,2/28/2018 1:47:52 PM,8,47,52,167,-75.1134,39.9966
201,24,1,8/6/2018 8:41:00 PM,3200 BLOCK G ST,700,Recovered Stolen Motor Vehicle,EPD,241,Property Crime,MV Theft,8/6/2018 8:41:52 PM,16,41,52,197,-75.1154,39.9968
202,24,1,8/11/2018 6:15:00 PM,3200 BLOCK KENSINGTON AV,700,Recovered Stolen Motor Vehicle,EPD,241,Property Crime,MV Theft,8/11/2018 6:15:52 PM,14,15,52,201,-75.1134,39.9966
203,24,1,5/31/2018 9:46:00 AM,800 BLOCK E ALLEGHENY AVE,400,Aggravated Assault No Firearm,EPD,241,Violent Crime,Agg. Assault,5/31/2018 9:46:52 AM,5,46,52,210,-75.1148,39.9967
204,24,1,12/15/2018 12:58:00 PM,800 BLOCK E WILLARD ST,600,Theft from Vehicle,EPD,241,Property Crime,Larceny,12/15/2018 12:58:52 PM,7,58,52,264,-75.1152,39.9979
205,24,1,11/7/2019 10:20:00 AM,1800 BLOCK E LIPPINCOTT ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,11/7/2019 10:20:52 AM,5,20,52,372,-75.1137,39.9951
206,24,1,4/13/2019 7:35:00 PM,800 BLOCK E ALLEGHENY AV,600,Thefts,EPD,241,Property Crime,Larceny,4/13/2019 7:35:52 PM,15,35,52,374,-75.115,39.9968
207,24,1,12/19/2019 8:18:00 AM,800 BLOCK E WESTMORELAND ST,600,Thefts,EPD,241,Property Crime,Larceny,12/19/2019 8:18:52 AM,3,18,52,413,-75.1134,39.9982
208,24,1,12/6/2019 3:06:00 PM,1800 BLOCK E ALLEGHENY AV,600,Theft from Vehicle,EPD,241,Property Crime,Larceny,12/6/2019 3:06:52 PM,10,6,52,425,-75.1133,39.9965
209,24,1,9/2/2019 1:01:00 PM,3200 BLOCK KENSINGTON AV,600,Thefts,EPD,241,Property Crime,Larceny,9/2/2019 1:01:52 PM,9,1,52,458,-75.1131,39.9967
210,24,1,7/24/2019 2:48:00 PM,3200 BLOCK KENSINGTON AV,600,Thefts,EPD,241,Property Crime,Larceny,7/24/2019 2:48:52 PM,10,48,52,502,-75.1134,39.9966
211,24,1,12/26/2019 11:05:00 AM,3200 BLOCK H ST,600,Theft from Vehicle,EPD,241,Property Crime,Larceny,12/26/2019 11:05:52 AM,6,5,52,526,-75.1134,39.9966
212,24,1,9/17/2019 7:25:00 PM,3200 BLOCK POTTER ST,500,Burglary Residential,EPD,241,Property Crime,Burglary,9/17/2019 7:25:52 PM,15,25,52,547,-75.1128,39.9974
213,24,1,3/22/2019 7:50:00 PM,1800 BLOCK E ALLEGHENY AVE,600,Thefts,EPD,241,Property Crime,Larceny,3/22/2019 7:50:52 PM,15,50,52,575,-75.1129,39.996
214,24,1,6/28/2019 12:02:00 PM,3200 BLOCK H ST,700,Recovered Stolen Motor Vehicle,EPD,241,Property Crime,MV Theft,6/28/2019 12:02:52 PM,8,2,52,603,-75.1134,39.9966
215,24,1,9/13/2019 1:12:00 PM,800 BLOCK E WESTMORELAND ST,400,Aggravated Assault Firearm,EPD,241,Violent Crime,Agg. Assault,9/13/2019 1:12:52 PM,9,12,52,620,-75.1143,39.9982
216,24,1,2/3/2019 3:23:00 AM,KENSINGTON AV / E ALLEGHENY AV,400,Aggravated Assault No Firearm,EPD,241,Violent Crime,Agg. Assault,2/3/2019 3:23:52 AM,22,23,52,628,-75.1134,39.9965
217,24,1,6/13/2019 2:14:00 PM,1800 BLOCK E ALLEGHENY AVE,300,Robbery No Firearm,EPD,241,Violent Crime,Robbery,6/13/2019 2:14:52 PM,10,14,52,659,-75.1132,39.9964
218,24,1,5/5/2019 12:11:00 PM,800 BLOCK E WILLARD ST,300,Robbery No Firearm,EPD,241,Violent Crime,Robbery,5/5/2019 12:11:52 PM,8,11,52,691,-75.115,39.998
219,24,1,11/4/2019 9:20:00 PM,1800 BLOCK E ALLEGHENY AVE,600,Thefts,EPD,241,Property Crime,Larceny,11/4/2019 9:20:52 PM,16,20,52,719,-75.1133,39.9965
220,24,1,12/4/2019 5:43:00 PM,3200 BLOCK KENSINGTON AV,600,Thefts,EPD,241,Property Crime,Larceny,12/4/2019 5:43:52 PM,12,43,52,719,-75.1127,39.9968
221,24,1,11/3/2019 5:49:00 PM,3200 BLOCK KENSINGTON AV,600,Theft from Vehicle,EPD,241,Property Crime,Larceny,11/3/2019 5:49:52 PM,12,49,52,736,-75.1127,39.9969
222,24,1,6/10/2019 4:21:00 PM,1800 BLOCK E ALLEGHENY AVE,600,Thefts,EPD,241,Property Crime,Larceny,6/10/2019 4:21:52 PM,12,21,52,769,-75.1132,39.9964
223,24,1,3/16/2019 11:56:00 AM,1800 BLOCK E ALLEGHENY AVE,600,Thefts,EPD,241,Property Crime,Larceny,3/16/2019 11:56:52 AM,7,56,52,801,-75.1133,39.9965
224,24,1,4/18/2019 8:55:00 AM,800 BLOCK E HILTON ST,700,Recovered Stolen Motor Vehicle,EPD,241,Property Crime,MV Theft,4/18/2019 8:55:52 AM,4,55,52,815,-75.1151,39.9972
225,24,1,8/28/2019 9:12:00 PM,800 BLOCK E WILLARD ST,400,Aggravated Assault No Firearm,EPD,241,Violent Crime,Agg. Assault,8/28/2019 9:12:52 PM,17,12,52,833,-75.115,39.998
226,24,1,5/5/2019 6:56:00 PM,3200 BLOCK KENSINGTON AVE,600,Thefts,EPD,241,Property Crime,Larceny,5/5/2019 6:56:52 PM,14,56,52,849,-75.1126,39.997
227,24,1,9/12/2019 2:54:00 PM,1800 BLOCK E ALLEGHENY AVE,600,Thefts,EPD,241,Property Crime,Larceny,9/12/2019 2:54:52 PM,10,54,52,877,-75.1132,39.9964
228,24,1,12/15/2019 8:02:00 PM,3300 BLOCK G ST,400,Aggravated Assault Firearm,EPD,241,Violent Crime,Agg. Assault,12/15/2019 8:02:52 PM,15,2,52,877,-75.1151,39.9984
229,24,1,7/7/2019 11:44:00 PM,3200 BLOCK KENSINGTON AVE,600,Thefts,EPD,241,Property Crime,Larceny,7/7/2019 11:44:52 PM,19,44,52,919,-75.1134,39.9966
230,24,1,5/29/2019 12:23:00 PM,3200 BLOCK POTTER ST,600,Thefts,EPD,241,Property Crime,Larceny,5/29/2019 12:23:52 PM,8,23,52,926,-75.1131,39.9973
231,24,1,9/5/2019 5:31:00 PM,800 BLOCK E HILTON ST,400,Aggravated Assault No Firearm,EPD,241,Violent Crime,Agg. Assault,9/5/2019 5:31:52 PM,13,31,52,932,-75.115,39.9972
232,24,1,9/28/2019 3:41:00 AM,800 BLOCK E HILTON ST,300,Robbery No Firearm,EPD,241,Violent Crime,Robbery,9/28/2019 3:41:52 AM,23,41,52,949,-75.1145,39.9971
233,24,1,10/29/2019 5:24:00 PM,1800 BLOCK E ALLEGHENY AV,600,Thefts,EPD,241,Property Crime,Larceny,10/29/2019 5:24:52 PM,13,24,52,990,-75.1128,39.9959
234,24,1,10/16/2019 7:52:00 PM,3200 BLOCK KENSINGTON AVE,300,Robbery No Firearm,EPD,241,Violent Crime,Robbery,10/16/2019 7:52:53 PM,15,52,53,21,-75.1134,39.9966
235,24,1,11/25/2019 8:47:00 PM,800 BLOCK E WILLARD ST,400,Aggravated Assault Firearm,EPD,241,Violent Crime,Agg. Assault,11/25/2019 8:47:53 PM,15,47,53,61,-75.114,39.9978
236,24,1,9/23/2019 11:14:00 AM,800 BLOCK E MADISON ST,400,Aggravated Assault No Firearm,EPD,241,Violent Crime,Agg. Assault,9/23/2019 11:14:53 AM,7,14,53,114,-75.1148,39.9976
237,24,1,4/14/2019 5:51:00 AM,3200 BLOCK KENSINGTON AV,600,Thefts,EPD,241,Property Crime,Larceny,4/14/2019 5:51:53 AM,1,51,53,213,-75.1134,39.9966
238,24,1,3/3/2019 9:28:00 AM,3200 BLOCK H ST,600,Theft from Vehicle,EPD,241,Property Crime,Larceny,3/3/2019 9:28:53 AM,4,28,53,242,-75.1132,39.9973
239,24,1,3/6/2019 12:09:00 PM,3100 BLOCK KENSINGTON AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,3/6/2019 12:09:53 PM,7,9,53,252,-75.1158,39.9952
240,24,1,6/5/2019 6:29:00 AM,3200 BLOCK KENSINGTON AVE,600,Thefts,EPD,241,Property Crime,Larceny,6/5/2019 6:29:53 AM,2,29,53,268,-75.1134,39.9966
241,24,1,4/28/2019 5:01:00 AM,800 BLOCK E WILLARD ST,300,Robbery No Firearm,EPD,241,Violent Crime,Robbery,4/28/2019 5:01:53 AM,1,1,53,304,-75.1151,39.9979
242,24,1,10/9/2019 1:45:00 PM,1800 BLOCK E ALLEGHENY AV,600,Thefts,EPD,241,Property Crime,Larceny,10/9/2019 1:45:53 PM,9,45,53,306,-75.1133,39.9965
243,24,1,1/7/2019 12:58:00 PM,1800 BLOCK E ALLEGHENY AVE,600,Thefts,EPD,241,Property Crime,Larceny,1/7/2019 12:58:53 PM,7,58,53,337,-75.1132,39.9964
244,24,1,9/22/2019 1:34:00 PM,800 BLOCK HILTON ST,300,Robbery No Firearm,EPD,241,Violent Crime,Robbery,9/22/2019 1:34:53 PM,9,34,53,359,-75.1153,39.9972
245,24,1,7/8/2019 11:36:00 AM,800 BLOCK E WILLARD ST,500,Burglary Residential,EPD,241,Property Crime,Burglary,7/8/2019 11:36:53 AM,7,36,53,359,-75.115,39.998
246,24,1,5/24/2019 3:22:00 AM,1800 BLOCK E ALLEGHENY AVE,400,Aggravated Assault Firearm,EPD,241,Violent Crime,Agg. Assault,5/24/2019 3:22:53 AM,23,22,53,372,-75.113,39.9961
247,24,1,7/21/2019 7:25:00 PM,3200 BLOCK KENSINGTON AV WESTMORELAND ST,300,Robbery No Firearm,EPD,241,Violent Crime,Robbery,7/21/2019 7:25:53 PM,15,25,53,376,-75.1134,39.9966
248,24,1,2/7/2019 6:05:00 PM,800 BLOCK E WESTMORELAND ST,500,Burglary Residential,EPD,241,Property Crime,Burglary,2/7/2019 6:05:53 PM,13,5,53,401,-75.1144,39.9982
249,24,1,1/25/2019 2:18:00 AM,800 BLOCK E WILLARD ST,600,Thefts,EPD,241,Property Crime,Larceny,1/25/2019 2:18:53 AM,21,18,53,421,-75.1152,39.9979
250,24,1,12/18/2019 6:10:00 PM,800 BLOCK E WESTMORELAND ST,700,Recovered Stolen Motor Vehicle,EPD,241,Property Crime,MV Theft,12/18/2019 6:10:53 PM,13,10,53,451,-75.1151,39.9983
251,24,1,3/28/2019 12:50:00 AM,1800 BLOCK E ALLEGHENY AVE,600,Thefts,EPD,241,Property Crime,Larceny,3/28/2019 12:50:53 AM,20,50,53,455,-75.1132,39.9964
252,24,1,3/26/2019 9:27:00 AM,1800 BLOCK E ALLEGHENY AVE,300,Robbery Firearm,EPD,241,Violent Crime,Robbery,3/26/2019 9:27:53 AM,5,27,53,515,-75.1133,39.9965
253,24,1,8/6/2019 8:20:00 AM,800 BLOCK E HILTON ST,400,Aggravated Assault No Firearm,EPD,241,Violent Crime,Agg. Assault,8/6/2019 8:20:53 AM,4,20,53,556,-75.115,39.9972
254,24,1,9/21/2019 1:55:00 AM,3200 BLOCK H ST,300,Robbery Firearm,EPD,241,Violent Crime,Robbery,9/21/2019 1:55:53 AM,21,55,53,562,-75.1134,39.9966
255,24,1,8/31/2019 2:48:00 AM,3200 BLOCK H ST,700,Recovered Stolen Motor Vehicle,EPD,241,Property Crime,MV Theft,8/31/2019 2:48:53 AM,22,48,53,569,-75.113,39.9979
256,24,1,7/24/2019 11:18:00 AM,800 BLOCK E ALLEGHENY AVE,400,Aggravated Assault No Firearm,EPD,241,Violent Crime,Agg. Assault,7/24/2019 11:18:53 AM,7,18,53,573,-75.1151,39.9968
257,24,1,1/9/2019 2:37:00 PM,1800 BLOCK E ALLEGHENY AVE,600,Thefts,EPD,241,Property Crime,Larceny,1/9/2019 2:37:53 PM,9,37,53,577,-75.1132,39.9964
258,24,1,10/25/2019 12:30:00 AM,3200 BLOCK KENSINGTON AV,600,Theft from Vehicle,EPD,241,Property Crime,Larceny,10/25/2019 12:30:53 AM,20,30,53,595,-75.1134,39.9966
259,24,1,2/7/2019 4:29:00 PM,3200 BLOCK KENSINGTON AVE,300,Robbery No Firearm,EPD,241,Violent Crime,Robbery,2/7/2019 4:29:53 PM,11,29,53,612,-75.1134,39.9966
260,25,1,9/25/2019 10:25:00 AM,800 BLOCK E ALLEGHENY AV,600,Thefts,EPD,241,Property Crime,Larceny,9/25/2019 10:25:53 AM,6,25,53,623,-75.1154,39.9968
261,24,1,8/5/2019 1:30:00 AM,3200 BLOCK POTTER ST,400,Aggravated Assault No Firearm,EPD,241,Violent Crime,Agg. Assault,8/5/2019 1:30:53 AM,21,30,53,625,-75.1127,39.9974
262,24,1,1/15/2019 12:32:00 PM,3200 BLOCK KENSINGTON AVE,600,Theft from Vehicle,EPD,241,Property Crime,Larceny,1/15/2019 12:32:53 PM,7,32,53,689,-75.1134,39.9966
263,24,1,9/2/2019 3:27:00 PM,3200 BLOCK KENSINGTON AV,600,Thefts,EPD,241,Property Crime,Larceny,9/2/2019 3:27:53 PM,11,27,53,697,-75.1127,39.9968
264,24,1,4/24/2019 10:18:00 AM,3200 BLOCK G ST,700,Recovered Stolen Motor Vehicle,EPD,253,Property Crime,MV Theft,4/24/2019 10:18:53 AM,6,18,53,723,-75.1155,39.9968
265,24,1,11/7/2019 2:01:00 PM,800 BLOCK E ALLEGHENY AVE,700,Recovered Stolen Motor Vehicle,EPD,241,Property Crime,MV Theft,11/7/2019 2:01:53 PM,9,1,53,729,-75.1143,39.9967
